o,h,l,c,time
1.12851,1.12892,1.12851,1.12872,2019-07-01T19:00:00.000000000Z
1.12869,1.12885,1.12832,1.12856,2019-07-01T20:00:00.000000000Z
1.12856,1.12889,1.12856,1.12884,2019-07-01T21:00:00.000000000Z
1.12882,1.12896,1.12804,1.12860,2019-07-01T22:00:00.000000000Z
1.12858,1.12893,1.12858,1.12870,2019-07-01T23:00:00.000000000Z
1.12874,1.12876,1.12836,1.12841,2019-07-02T00:00:00.000000000Z
1.12844,1.12872,1.12828,1.12828,2019-07-02T01:00:00.000000000Z
1.12830,1.12840,1.12752,1.12799,2019-07-02T02:00:00.000000000Z
1.12797,1.12833,1.12797,1.12800,2019-07-02T03:00:00.000000000Z
1.12798,1.12899,1.12780,1.12899,2019-07-02T04:00:00.000000000Z
1.12896,1.12920,1.12870,1.12910,2019-07-02T05:00:00.000000000Z
1.12910,1.12955,1.12872,1.12912,2019-07-02T06:00:00.000000000Z
1.12914,1.12994,1.12859,1.12888,2019-07-02T07:00:00.000000000Z
1.12886,1.12952,1.12876,1.12936,2019-07-02T08:00:00.000000000Z
1.12934,1.13214,1.12896,1.13068,2019-07-02T09:00:00.000000000Z
1.13070,1.13112,1.12966,1.12990,2019-07-02T10:00:00.000000000Z
1.12988,1.13028,1.12956,1.12962,2019-07-02T11:00:00.000000000Z
1.12964,1.13020,1.12906,1.12980,2019-07-02T12:00:00.000000000Z
1.12983,1.13032,1.12968,1.12992,2019-07-02T13:00:00.000000000Z
1.12990,1.13017,1.12863,1.12947,2019-07-02T14:00:00.000000000Z
1.12944,1.13044,1.12936,1.13006,2019-07-02T15:00:00.000000000Z
1.13008,1.13120,1.13008,1.13067,2019-07-02T16:00:00.000000000Z
1.13064,1.13068,1.12916,1.13012,2019-07-02T17:00:00.000000000Z
1.13010,1.13010,1.12880,1.12907,2019-07-02T18:00:00.000000000Z
1.12910,1.12969,1.12822,1.12832,2019-07-02T19:00:00.000000000Z
1.12834,1.12886,1.12834,1.12860,2019-07-02T20:00:00.000000000Z
1.12860,1.12918,1.12850,1.12898,2019-07-02T21:00:00.000000000Z
1.12896,1.12918,1.12878,1.12901,2019-07-02T22:00:00.000000000Z
1.12904,1.12922,1.12878,1.12905,2019-07-02T23:00:00.000000000Z
1.12907,1.12944,1.12871,1.12932,2019-07-03T00:00:00.000000000Z
1.12934,1.12952,1.12878,1.12884,2019-07-03T01:00:00.000000000Z
1.12886,1.12921,1.12863,1.12917,2019-07-03T02:00:00.000000000Z
1.12920,1.12934,1.12872,1.12872,2019-07-03T03:00:00.000000000Z
1.12874,1.12900,1.12862,1.12884,2019-07-03T04:00:00.000000000Z
1.12882,1.12904,1.12850,1.12897,2019-07-03T05:00:00.000000000Z
1.12897,1.12899,1.12786,1.12844,2019-07-03T06:00:00.000000000Z
1.12841,1.12847,1.12689,1.12774,2019-07-03T07:00:00.000000000Z
1.12776,1.12887,1.12768,1.12885,2019-07-03T08:00:00.000000000Z
1.12882,1.12924,1.12833,1.12887,2019-07-03T09:00:00.000000000Z
1.12885,1.12998,1.12846,1.12976,2019-07-03T10:00:00.000000000Z
1.12974,1.12998,1.12888,1.12911,2019-07-03T11:00:00.000000000Z
1.12914,1.13001,1.12768,1.12827,2019-07-03T12:00:00.000000000Z
1.12830,1.12997,1.12798,1.12908,2019-07-03T13:00:00.000000000Z
1.12910,1.13123,1.12802,1.12810,2019-07-03T14:00:00.000000000Z
1.12812,1.12848,1.12734,1.12746,2019-07-03T15:00:00.000000000Z
1.12748,1.12844,1.12719,1.12812,2019-07-03T16:00:00.000000000Z
1.12814,1.12848,1.12770,1.12790,2019-07-03T17:00:00.000000000Z
1.12788,1.12808,1.12772,1.12783,2019-07-03T18:00:00.000000000Z
1.12780,1.12807,1.12780,1.12780,2019-07-03T19:00:00.000000000Z
1.12783,1.12790,1.12756,1.12770,2019-07-03T20:00:00.000000000Z
1.12780,1.12799,1.12779,1.12799,2019-07-03T21:00:00.000000000Z
1.12802,1.12880,1.12802,1.12874,2019-07-03T22:00:00.000000000Z
1.12871,1.12884,1.12863,1.12874,2019-07-03T23:00:00.000000000Z
1.12872,1.12890,1.12848,1.12868,2019-07-04T00:00:00.000000000Z
1.12866,1.12946,1.12866,1.12944,2019-07-04T01:00:00.000000000Z
1.12942,1.12952,1.12822,1.12836,2019-07-04T02:00:00.000000000Z
1.12839,1.12870,1.12820,1.12824,2019-07-04T03:00:00.000000000Z
1.12826,1.12864,1.12821,1.12858,2019-07-04T04:00:00.000000000Z
1.12861,1.12864,1.12824,1.12839,2019-07-04T05:00:00.000000000Z
1.12839,1.12854,1.12812,1.12838,2019-07-04T06:00:00.000000000Z
1.12835,1.12851,1.12797,1.12836,2019-07-04T07:00:00.000000000Z
1.12834,1.12900,1.12790,1.12798,2019-07-04T08:00:00.000000000Z
1.12796,1.12860,1.12774,1.12853,2019-07-04T09:00:00.000000000Z
1.12851,1.12902,1.12818,1.12858,2019-07-04T10:00:00.000000000Z
1.12861,1.12898,1.12842,1.12866,2019-07-04T11:00:00.000000000Z
1.12869,1.12887,1.12826,1.12832,2019-07-04T12:00:00.000000000Z
1.12830,1.12830,1.12733,1.12784,2019-07-04T13:00:00.000000000Z
1.12787,1.12824,1.12776,1.12818,2019-07-04T14:00:00.000000000Z
1.12820,1.12840,1.12794,1.12824,2019-07-04T15:00:00.000000000Z
1.12826,1.12846,1.12806,1.12812,2019-07-04T16:00:00.000000000Z
1.12814,1.12838,1.12814,1.12826,2019-07-04T17:00:00.000000000Z
1.12828,1.12854,1.12826,1.12852,2019-07-04T18:00:00.000000000Z
1.12850,1.12857,1.12844,1.12844,2019-07-04T19:00:00.000000000Z
1.12842,1.12855,1.12834,1.12847,2019-07-04T20:00:00.000000000Z
1.12841,1.12856,1.12841,1.12856,2019-07-04T21:00:00.000000000Z
1.12854,1.12878,1.12844,1.12865,2019-07-04T22:00:00.000000000Z
1.12868,1.12868,1.12848,1.12854,2019-07-04T23:00:00.000000000Z
1.12857,1.12860,1.12798,1.12802,2019-07-05T00:00:00.000000000Z
1.12800,1.12824,1.12780,1.12794,2019-07-05T01:00:00.000000000Z
1.12792,1.12820,1.12789,1.12818,2019-07-05T02:00:00.000000000Z
1.12820,1.12846,1.12818,1.12824,2019-07-05T03:00:00.000000000Z
1.12826,1.12826,1.12806,1.12810,2019-07-05T04:00:00.000000000Z
1.12808,1.12813,1.12780,1.12792,2019-07-05T05:00:00.000000000Z
1.12794,1.12819,1.12721,1.12734,2019-07-05T06:00:00.000000000Z
1.12731,1.12751,1.12656,1.12674,2019-07-05T07:00:00.000000000Z
1.12676,1.12680,1.12614,1.12623,2019-07-05T08:00:00.000000000Z
1.12621,1.12645,1.12559,1.12638,2019-07-05T09:00:00.000000000Z
1.12636,1.12683,1.12594,1.12620,2019-07-05T10:00:00.000000000Z
1.12618,1.12648,1.12574,1.12588,2019-07-05T11:00:00.000000000Z
1.12590,1.12705,1.12327,1.12442,2019-07-05T12:00:00.000000000Z
1.12440,1.12440,1.12154,1.12192,2019-07-05T13:00:00.000000000Z
1.12190,1.12256,1.12076,1.12221,2019-07-05T14:00:00.000000000Z
1.12223,1.12230,1.12082,1.12158,2019-07-05T15:00:00.000000000Z
1.12156,1.12236,1.12152,1.12188,2019-07-05T16:00:00.000000000Z
1.12192,1.12213,1.12160,1.12186,2019-07-05T17:00:00.000000000Z
1.12189,1.12220,1.12178,1.12220,2019-07-05T18:00:00.000000000Z
1.12218,1.12283,1.12218,1.12266,2019-07-05T19:00:00.000000000Z
1.12264,1.12278,1.12247,1.12255,2019-07-05T20:00:00.000000000Z
1.12248,1.12275,1.12240,1.12275,2019-07-07T21:00:00.000000000Z
1.12278,1.12292,1.12256,1.12288,2019-07-07T22:00:00.000000000Z
1.12286,1.12286,1.12266,1.12268,2019-07-07T23:00:00.000000000Z
1.12270,1.12298,1.12198,1.12212,2019-07-08T00:00:00.000000000Z
1.12214,1.12283,1.12210,1.12276,2019-07-08T01:00:00.000000000Z
1.12272,1.12272,1.12238,1.12260,2019-07-08T02:00:00.000000000Z
1.12257,1.12294,1.12257,1.12284,2019-07-08T03:00:00.000000000Z
1.12282,1.12310,1.12251,1.12310,2019-07-08T04:00:00.000000000Z
1.12308,1.12326,1.12268,1.12298,2019-07-08T05:00:00.000000000Z
1.12298,1.12298,1.12198,1.12204,2019-07-08T06:00:00.000000000Z
1.12202,1.12328,1.12199,1.12318,2019-07-08T07:00:00.000000000Z
1.12316,1.12344,1.12287,1.12313,2019-07-08T08:00:00.000000000Z
1.12311,1.12326,1.12258,1.12281,2019-07-08T09:00:00.000000000Z
1.12284,1.12302,1.12150,1.12150,2019-07-08T10:00:00.000000000Z
1.12147,1.12214,1.12134,1.12206,2019-07-08T11:00:00.000000000Z
1.12209,1.12270,1.12128,1.12234,2019-07-08T12:00:00.000000000Z
1.12232,1.12244,1.12148,1.12186,2019-07-08T13:00:00.000000000Z
1.12188,1.12210,1.12098,1.12148,2019-07-08T14:00:00.000000000Z
1.12151,1.12188,1.12074,1.12081,2019-07-08T15:00:00.000000000Z
1.12084,1.12168,1.12071,1.12147,2019-07-08T16:00:00.000000000Z
1.12150,1.12208,1.12144,1.12154,2019-07-08T17:00:00.000000000Z
1.12151,1.12168,1.12116,1.12120,2019-07-08T18:00:00.000000000Z
1.12118,1.12132,1.12091,1.12093,2019-07-08T19:00:00.000000000Z
1.12095,1.12144,1.12084,1.12144,2019-07-08T20:00:00.000000000Z
1.12144,1.12176,1.12132,1.12158,2019-07-08T21:00:00.000000000Z
1.12156,1.12169,1.12152,1.12162,2019-07-08T22:00:00.000000000Z
1.12158,1.12162,1.12140,1.12154,2019-07-08T23:00:00.000000000Z
1.12150,1.12188,1.12134,1.12154,2019-07-09T00:00:00.000000000Z
1.12158,1.12169,1.12098,1.12134,2019-07-09T01:00:00.000000000Z
1.12132,1.12138,1.12117,1.12122,2019-07-09T02:00:00.000000000Z
1.12120,1.12138,1.12112,1.12114,2019-07-09T03:00:00.000000000Z
1.12117,1.12182,1.12107,1.12177,2019-07-09T04:00:00.000000000Z
1.12174,1.12178,1.12138,1.12138,2019-07-09T05:00:00.000000000Z
1.12138,1.12143,1.12064,1.12075,2019-07-09T06:00:00.000000000Z
1.12078,1.12134,1.12052,1.12080,2019-07-09T07:00:00.000000000Z
1.12078,1.12101,1.11962,1.11988,2019-07-09T08:00:00.000000000Z
1.11990,1.12049,1.11935,1.12040,2019-07-09T09:00:00.000000000Z
1.12038,1.12088,1.12016,1.12024,2019-07-09T10:00:00.000000000Z
1.12026,1.12029,1.11958,1.12029,2019-07-09T11:00:00.000000000Z
1.12032,1.12094,1.12008,1.12047,2019-07-09T12:00:00.000000000Z
1.12045,1.12100,1.12018,1.12068,2019-07-09T13:00:00.000000000Z
1.12071,1.12108,1.12005,1.12058,2019-07-09T14:00:00.000000000Z
1.12056,1.12112,1.12049,1.12090,2019-07-09T15:00:00.000000000Z
1.12092,1.12105,1.12000,1.12086,2019-07-09T16:00:00.000000000Z
1.12084,1.12139,1.12079,1.12109,2019-07-09T17:00:00.000000000Z
1.12107,1.12118,1.12078,1.12078,2019-07-09T18:00:00.000000000Z
1.12076,1.12085,1.12034,1.12066,2019-07-09T19:00:00.000000000Z
1.12070,1.12080,1.12046,1.12078,2019-07-09T20:00:00.000000000Z
1.12075,1.12088,1.12050,1.12082,2019-07-09T21:00:00.000000000Z
1.12080,1.12088,1.12060,1.12060,2019-07-09T22:00:00.000000000Z
1.12058,1.12066,1.12042,1.12046,2019-07-09T23:00:00.000000000Z
1.12044,1.12044,1.12020,1.12038,2019-07-10T00:00:00.000000000Z
1.12035,1.12054,1.12026,1.12044,2019-07-10T01:00:00.000000000Z
1.12041,1.12104,1.12028,1.12101,2019-07-10T02:00:00.000000000Z
1.12099,1.12099,1.12062,1.12072,2019-07-10T03:00:00.000000000Z
1.12070,1.12081,1.12066,1.12074,2019-07-10T04:00:00.000000000Z
1.12072,1.12105,1.12069,1.12098,2019-07-10T05:00:00.000000000Z
1.12098,1.12178,1.12038,1.12127,2019-07-10T06:00:00.000000000Z
1.12129,1.12174,1.12086,1.12145,2019-07-10T07:00:00.000000000Z
1.12148,1.12268,1.12148,1.12254,2019-07-10T08:00:00.000000000Z
1.12252,1.12295,1.12196,1.12240,2019-07-10T09:00:00.000000000Z
1.12237,1.12238,1.12161,1.12168,2019-07-10T10:00:00.000000000Z
1.12170,1.12182,1.12122,1.12136,2019-07-10T11:00:00.000000000Z
1.12139,1.12554,1.12128,1.12502,2019-07-10T12:00:00.000000000Z
1.12504,1.12532,1.12374,1.12392,2019-07-10T13:00:00.000000000Z
1.12395,1.12572,1.12360,1.12529,2019-07-10T14:00:00.000000000Z
1.12527,1.12631,1.12430,1.12600,2019-07-10T15:00:00.000000000Z
1.12602,1.12643,1.12528,1.12592,2019-07-10T16:00:00.000000000Z
1.12595,1.12609,1.12532,1.12543,2019-07-10T17:00:00.000000000Z
1.12541,1.12619,1.12511,1.12527,2019-07-10T18:00:00.000000000Z
1.12530,1.12570,1.12528,1.12536,2019-07-10T19:00:00.000000000Z
1.12533,1.12540,1.12505,1.12505,2019-07-10T20:00:00.000000000Z
1.12516,1.12589,1.12516,1.12542,2019-07-10T21:00:00.000000000Z
1.12545,1.12600,1.12534,1.12596,2019-07-10T22:00:00.000000000Z
1.12594,1.12598,1.12557,1.12586,2019-07-10T23:00:00.000000000Z
1.12588,1.12652,1.12584,1.12610,2019-07-11T00:00:00.000000000Z
1.12612,1.12640,1.12580,1.12620,2019-07-11T01:00:00.000000000Z
1.12622,1.12730,1.12616,1.12728,2019-07-11T02:00:00.000000000Z
1.12726,1.12808,1.12723,1.12786,2019-07-11T03:00:00.000000000Z
1.12783,1.12791,1.12746,1.12758,2019-07-11T04:00:00.000000000Z
1.12760,1.12790,1.12696,1.12701,2019-07-11T05:00:00.000000000Z
1.12701,1.12728,1.12669,1.12694,2019-07-11T06:00:00.000000000Z
1.12697,1.12782,1.12683,1.12770,2019-07-11T07:00:00.000000000Z
1.12773,1.12782,1.12718,1.12736,2019-07-11T08:00:00.000000000Z
1.12734,1.12738,1.12664,1.12664,2019-07-11T09:00:00.000000000Z
1.12662,1.12741,1.12642,1.12716,2019-07-11T10:00:00.000000000Z
1.12718,1.12786,1.12649,1.12774,2019-07-11T11:00:00.000000000Z
1.12776,1.12858,1.12622,1.12676,2019-07-11T12:00:00.000000000Z
1.12678,1.12726,1.12518,1.12572,2019-07-11T13:00:00.000000000Z
1.12570,1.12607,1.12509,1.12524,2019-07-11T14:00:00.000000000Z
1.12527,1.12624,1.12513,1.12606,2019-07-11T15:00:00.000000000Z
1.12609,1.12615,1.12454,1.12546,2019-07-11T16:00:00.000000000Z
1.12548,1.12583,1.12457,1.12518,2019-07-11T17:00:00.000000000Z
1.12520,1.12590,1.12518,1.12576,2019-07-11T18:00:00.000000000Z
1.12578,1.12609,1.12548,1.12570,2019-07-11T19:00:00.000000000Z
1.12568,1.12568,1.12516,1.12537,2019-07-11T20:00:00.000000000Z
1.12542,1.12590,1.12530,1.12530,2019-07-11T21:00:00.000000000Z
1.12534,1.12588,1.12534,1.12564,2019-07-11T22:00:00.000000000Z
1.12562,1.12566,1.12494,1.12498,2019-07-11T23:00:00.000000000Z
1.12496,1.12603,1.12496,1.12588,2019-07-12T00:00:00.000000000Z
1.12585,1.12648,1.12580,1.12644,2019-07-12T01:00:00.000000000Z
1.12642,1.12674,1.12628,1.12658,2019-07-12T02:00:00.000000000Z
1.12656,1.12720,1.12642,1.12720,2019-07-12T03:00:00.000000000Z
1.12718,1.12738,1.12698,1.12712,2019-07-12T04:00:00.000000000Z
1.12710,1.12750,1.12701,1.12731,2019-07-12T05:00:00.000000000Z
1.12734,1.12735,1.12668,1.12722,2019-07-12T06:00:00.000000000Z
1.12724,1.12748,1.12619,1.12648,2019-07-12T07:00:00.000000000Z
1.12651,1.12700,1.12614,1.12622,2019-07-12T08:00:00.000000000Z
1.12624,1.12670,1.12546,1.12568,2019-07-12T09:00:00.000000000Z
1.12572,1.12602,1.12536,1.12578,2019-07-12T10:00:00.000000000Z
1.12580,1.12606,1.12462,1.12470,2019-07-12T11:00:00.000000000Z
1.12473,1.12536,1.12382,1.12454,2019-07-12T12:00:00.000000000Z
1.12452,1.12494,1.12412,1.12488,2019-07-12T13:00:00.000000000Z
1.12490,1.12524,1.12443,1.12518,2019-07-12T14:00:00.000000000Z
1.12520,1.12592,1.12498,1.12538,2019-07-12T15:00:00.000000000Z
1.12535,1.12678,1.12527,1.12678,2019-07-12T16:00:00.000000000Z
1.12676,1.12700,1.12638,1.12674,2019-07-12T17:00:00.000000000Z
1.12677,1.12742,1.12666,1.12720,2019-07-12T18:00:00.000000000Z
1.12717,1.12732,1.12686,1.12712,2019-07-12T19:00:00.000000000Z
1.12715,1.12717,1.12674,1.12706,2019-07-12T20:00:00.000000000Z
1.12705,1.12718,1.12653,1.12696,2019-07-14T21:00:00.000000000Z
1.12700,1.12746,1.12700,1.12720,2019-07-14T22:00:00.000000000Z
1.12718,1.12722,1.12693,1.12714,2019-07-14T23:00:00.000000000Z
1.12716,1.12746,1.12703,1.12742,2019-07-15T00:00:00.000000000Z
1.12744,1.12744,1.12646,1.12696,2019-07-15T01:00:00.000000000Z
1.12694,1.12716,1.12645,1.12706,2019-07-15T02:00:00.000000000Z
1.12704,1.12732,1.12642,1.12726,2019-07-15T03:00:00.000000000Z
1.12728,1.12746,1.12686,1.12722,2019-07-15T04:00:00.000000000Z
1.12720,1.12742,1.12700,1.12733,2019-07-15T05:00:00.000000000Z
1.12733,1.12782,1.12707,1.12749,2019-07-15T06:00:00.000000000Z
1.12746,1.12838,1.12714,1.12802,2019-07-15T07:00:00.000000000Z
1.12804,1.12805,1.12698,1.12730,2019-07-15T08:00:00.000000000Z
1.12727,1.12815,1.12690,1.12791,2019-07-15T09:00:00.000000000Z
1.12794,1.12839,1.12774,1.12778,2019-07-15T10:00:00.000000000Z
1.12776,1.12776,1.12615,1.12634,2019-07-15T11:00:00.000000000Z
1.12636,1.12735,1.12625,1.12656,2019-07-15T12:00:00.000000000Z
1.12654,1.12710,1.12626,1.12676,2019-07-15T13:00:00.000000000Z
1.12674,1.12674,1.12561,1.12618,2019-07-15T14:00:00.000000000Z
1.12620,1.12624,1.12532,1.12588,2019-07-15T15:00:00.000000000Z
1.12590,1.12640,1.12579,1.12590,2019-07-15T16:00:00.000000000Z
1.12592,1.12596,1.12541,1.12566,2019-07-15T17:00:00.000000000Z
1.12569,1.12600,1.12564,1.12589,2019-07-15T18:00:00.000000000Z
1.12587,1.12592,1.12561,1.12570,2019-07-15T19:00:00.000000000Z
1.12572,1.12591,1.12566,1.12578,2019-07-15T20:00:00.000000000Z
1.12578,1.12623,1.12578,1.12612,2019-07-15T21:00:00.000000000Z
1.12610,1.12632,1.12601,1.12614,2019-07-15T22:00:00.000000000Z
1.12611,1.12620,1.12600,1.12600,2019-07-15T23:00:00.000000000Z
1.12602,1.12630,1.12576,1.12586,2019-07-16T00:00:00.000000000Z
1.12583,1.12612,1.12554,1.12586,2019-07-16T01:00:00.000000000Z
1.12584,1.12630,1.12572,1.12628,2019-07-16T02:00:00.000000000Z
1.12626,1.12635,1.12598,1.12598,2019-07-16T03:00:00.000000000Z
1.12600,1.12606,1.12588,1.12600,2019-07-16T04:00:00.000000000Z
1.12598,1.12609,1.12578,1.12585,2019-07-16T05:00:00.000000000Z
1.12588,1.12619,1.12535,1.12564,2019-07-16T06:00:00.000000000Z
1.12561,1.12582,1.12454,1.12487,2019-07-16T07:00:00.000000000Z
1.12490,1.12490,1.12362,1.12452,2019-07-16T08:00:00.000000000Z
1.12450,1.12456,1.12312,1.12319,2019-07-16T09:00:00.000000000Z
1.12316,1.12331,1.12179,1.12234,2019-07-16T10:00:00.000000000Z
1.12236,1.12261,1.12198,1.12218,2019-07-16T11:00:00.000000000Z
1.12216,1.12233,1.12092,1.12195,2019-07-16T12:00:00.000000000Z
1.12193,1.12222,1.12120,1.12179,2019-07-16T13:00:00.000000000Z
1.12182,1.12241,1.12076,1.12238,2019-07-16T14:00:00.000000000Z
1.12236,1.12244,1.12114,1.12115,2019-07-16T15:00:00.000000000Z
1.12113,1.12213,1.12092,1.12124,2019-07-16T16:00:00.000000000Z
1.12128,1.12200,1.12030,1.12101,2019-07-16T17:00:00.000000000Z
1.12099,1.12112,1.12020,1.12069,2019-07-16T18:00:00.000000000Z
1.12066,1.12124,1.12044,1.12092,2019-07-16T19:00:00.000000000Z
1.12090,1.12107,1.12070,1.12102,2019-07-16T20:00:00.000000000Z
1.12105,1.12123,1.12094,1.12106,2019-07-16T21:00:00.000000000Z
1.12109,1.12124,1.12106,1.12108,2019-07-16T22:00:00.000000000Z
1.12110,1.12129,1.12104,1.12116,2019-07-16T23:00:00.000000000Z
1.12118,1.12120,1.12070,1.12116,2019-07-17T00:00:00.000000000Z
1.12118,1.12150,1.12105,1.12130,2019-07-17T01:00:00.000000000Z
1.12128,1.12142,1.12078,1.12124,2019-07-17T02:00:00.000000000Z
1.12122,1.12149,1.12099,1.12134,2019-07-17T03:00:00.000000000Z
1.12137,1.12156,1.12130,1.12156,2019-07-17T04:00:00.000000000Z
1.12154,1.12174,1.12144,1.12161,2019-07-17T05:00:00.000000000Z
1.12158,1.12158,1.11998,1.12026,2019-07-17T06:00:00.000000000Z
1.12023,1.12129,1.12023,1.12074,2019-07-17T07:00:00.000000000Z
1.12072,1.12146,1.12070,1.12108,2019-07-17T08:00:00.000000000Z
1.12110,1.12200,1.12110,1.12170,2019-07-17T09:00:00.000000000Z
1.12172,1.12192,1.12127,1.12186,2019-07-17T10:00:00.000000000Z
1.12188,1.12222,1.12167,1.12175,2019-07-17T11:00:00.000000000Z
1.12177,1.12185,1.12098,1.12116,2019-07-17T12:00:00.000000000Z
1.12113,1.12209,1.12113,1.12206,2019-07-17T13:00:00.000000000Z
1.12208,1.12269,1.12150,1.12254,2019-07-17T14:00:00.000000000Z
1.12252,1.12328,1.12236,1.12309,2019-07-17T15:00:00.000000000Z
1.12311,1.12336,1.12244,1.12247,2019-07-17T16:00:00.000000000Z
1.12244,1.12276,1.12228,1.12270,2019-07-17T17:00:00.000000000Z
1.12272,1.12311,1.12218,1.12229,2019-07-17T18:00:00.000000000Z
1.12227,1.12258,1.12192,1.12252,2019-07-17T19:00:00.000000000Z
1.12248,1.12251,1.12226,1.12242,2019-07-17T20:00:00.000000000Z
1.12246,1.12285,1.12245,1.12276,2019-07-17T21:00:00.000000000Z
1.12278,1.12300,1.12266,1.12271,2019-07-17T22:00:00.000000000Z
1.12274,1.12286,1.12267,1.12272,2019-07-17T23:00:00.000000000Z
1.12274,1.12388,1.12256,1.12376,2019-07-18T00:00:00.000000000Z
1.12378,1.12408,1.12328,1.12337,2019-07-18T01:00:00.000000000Z
1.12339,1.12392,1.12332,1.12390,2019-07-18T02:00:00.000000000Z
1.12392,1.12418,1.12376,1.12394,2019-07-18T03:00:00.000000000Z
1.12396,1.12400,1.12364,1.12366,2019-07-18T04:00:00.000000000Z
1.12364,1.12410,1.12360,1.12396,2019-07-18T05:00:00.000000000Z
1.12396,1.12439,1.12340,1.12376,2019-07-18T06:00:00.000000000Z
1.12374,1.12426,1.12352,1.12392,2019-07-18T07:00:00.000000000Z
1.12389,1.12418,1.12360,1.12395,2019-07-18T08:00:00.000000000Z
1.12398,1.12400,1.12291,1.12318,2019-07-18T09:00:00.000000000Z
1.12321,1.12332,1.12052,1.12132,2019-07-18T10:00:00.000000000Z
1.12128,1.12280,1.12100,1.12195,2019-07-18T11:00:00.000000000Z
1.12193,1.12254,1.12126,1.12168,2019-07-18T12:00:00.000000000Z
1.12166,1.12195,1.12132,1.12166,2019-07-18T13:00:00.000000000Z
1.12168,1.12236,1.12134,1.12181,2019-07-18T14:00:00.000000000Z
1.12178,1.12298,1.12154,1.12276,2019-07-18T15:00:00.000000000Z
1.12274,1.12288,1.12207,1.12242,2019-07-18T16:00:00.000000000Z
1.12244,1.12372,1.12223,1.12345,2019-07-18T17:00:00.000000000Z
1.12343,1.12701,1.12336,1.12684,2019-07-18T18:00:00.000000000Z
1.12686,1.12804,1.12642,1.12758,2019-07-18T19:00:00.000000000Z
1.12755,1.12785,1.12727,1.12770,2019-07-18T20:00:00.000000000Z
1.12770,1.12778,1.12752,1.12774,2019-07-18T21:00:00.000000000Z
1.12776,1.12821,1.12402,1.12495,2019-07-18T22:00:00.000000000Z
1.12493,1.12610,1.12493,1.12610,2019-07-18T23:00:00.000000000Z
1.12608,1.12682,1.12589,1.12610,2019-07-19T00:00:00.000000000Z
1.12612,1.12648,1.12593,1.12637,2019-07-19T01:00:00.000000000Z
1.12635,1.12678,1.12620,1.12678,2019-07-19T02:00:00.000000000Z
1.12676,1.12682,1.12618,1.12626,2019-07-19T03:00:00.000000000Z
1.12628,1.12637,1.12585,1.12595,2019-07-19T04:00:00.000000000Z
1.12597,1.12630,1.12550,1.12566,2019-07-19T05:00:00.000000000Z
1.12568,1.12646,1.12549,1.12588,2019-07-19T06:00:00.000000000Z
1.12586,1.12655,1.12566,1.12648,2019-07-19T07:00:00.000000000Z
1.12646,1.12650,1.12504,1.12512,2019-07-19T08:00:00.000000000Z
1.12510,1.12524,1.12362,1.12385,2019-07-19T09:00:00.000000000Z
1.12383,1.12424,1.12307,1.12383,2019-07-19T10:00:00.000000000Z
1.12380,1.12392,1.12320,1.12322,2019-07-19T11:00:00.000000000Z
1.12324,1.12328,1.12171,1.12256,2019-07-19T12:00:00.000000000Z
1.12254,1.12345,1.12217,1.12342,2019-07-19T13:00:00.000000000Z
1.12340,1.12388,1.12207,1.12218,2019-07-19T14:00:00.000000000Z
1.12220,1.12248,1.12142,1.12206,2019-07-19T15:00:00.000000000Z
1.12204,1.12292,1.12148,1.12288,2019-07-19T16:00:00.000000000Z
1.12286,1.12300,1.12228,1.12244,2019-07-19T17:00:00.000000000Z
1.12242,1.12251,1.12036,1.12191,2019-07-19T18:00:00.000000000Z
1.12188,1.12218,1.12154,1.12189,2019-07-19T19:00:00.000000000Z
1.12192,1.12232,1.12147,1.12206,2019-07-19T20:00:00.000000000Z
1.12175,1.12186,1.12148,1.12180,2019-07-21T21:00:00.000000000Z
1.12176,1.12198,1.12156,1.12178,2019-07-21T22:00:00.000000000Z
1.12181,1.12188,1.12146,1.12176,2019-07-21T23:00:00.000000000Z
1.12178,1.12202,1.12106,1.12116,2019-07-22T00:00:00.000000000Z
1.12114,1.12145,1.12078,1.12143,2019-07-22T01:00:00.000000000Z
1.12140,1.12184,1.12134,1.12174,2019-07-22T02:00:00.000000000Z
1.12178,1.12201,1.12154,1.12182,2019-07-22T03:00:00.000000000Z
1.12184,1.12209,1.12160,1.12180,2019-07-22T04:00:00.000000000Z
1.12178,1.12198,1.12146,1.12185,2019-07-22T05:00:00.000000000Z
1.12185,1.12239,1.12121,1.12229,2019-07-22T06:00:00.000000000Z
1.12227,1.12236,1.12132,1.12196,2019-07-22T07:00:00.000000000Z
1.12192,1.12200,1.12154,1.12174,2019-07-22T08:00:00.000000000Z
1.12176,1.12196,1.12130,1.12172,2019-07-22T09:00:00.000000000Z
1.12174,1.12243,1.12166,1.12218,2019-07-22T10:00:00.000000000Z
1.12216,1.12219,1.12070,1.12082,2019-07-22T11:00:00.000000000Z
1.12084,1.12196,1.12072,1.12180,2019-07-22T12:00:00.000000000Z
1.12178,1.12254,1.12158,1.12238,2019-07-22T13:00:00.000000000Z
1.12240,1.12249,1.12135,1.12221,2019-07-22T14:00:00.000000000Z
1.12218,1.12242,1.12136,1.12143,2019-07-22T15:00:00.000000000Z
